author_raw,author_parsed,needs_review,flag_reason
"Rundkvist, Martin","Rundkvist, M.",False,
"Rundkvist, Martin & Williams, Howard","Rundkvist, M. & Williams, H.",False,
Rundkvist. Martin,"Rundkvist, M.",False,no_comma
"Rundqvist, Martin & Olsson, Tim","Rundqvist, M. & Olsson, T.",False,
"Rundqvist, Martin (red)","Rundqvist, M. (ed.)",False,editor
"Rundqvist, Martin m fl","Rundqvist, M. et al.",False,et_al
"Runeby, Christian","Runeby, C.",False,
"Runer, J., Kjellström, A. & Björk, T","Runer, J., Kjellström, A. & Björk, T.",False,
"Runer, Johan","Runer, J.",False,
"Runer, Johan & Grönwall, Richard","Runer, J. & Grönwall, R.",False,
"Runer, Johan & Sillén, Peter","Runer, J. & Sillén, P.",False,
"Runeson, Henrik","Runeson, H.",False,
"Runeson, Herik","Runeson, H.",False,
"Runeson. Henrik & Kihlstedt, Britta","Runeson. Henrik & Kihlstedt, Britta",True,odd_tokens
"Runesson, Henrik","Runesson, H.",False,
"Runesson, Henrik & Schützler, Lillemor","Runesson, H. & Schützler, L.",False,
"Ryberg, E., Stibéus, M & Streiffert, J","Ryberg, E., Stibéus, M. & Streiffert, J.",False,
"Ryberg, Ewa","Ryberg, E.",False,
"Ryberg, Ewa & Rosén, Christina","Ryberg, E. & Rosén, C.",False,
"Ryberg, Ewa & Wranning, Per","Ryberg, E. & Wranning, P.",False,
"Rydström, Gunhild","Rydström, G.",False,
"Rydén, Beatrice","Rydén, B.",False,
"Räf, Erica","Räf, E.",False,
"Räf, Erica & Fendin, Titti","Räf, E. & Fendin, T.",False,
"Räf, Erika","Räf, E.",False,
"Räf, Erika (red)","Räf, E. (ed.)",False,editor
"Räf, Erka","Räf, E.",False,
"Räihälä, Oili","Räihälä, O.",False,
"Röjder, Ingvar","Röjder, I.",False,
"Rönnby, Johan","Rönnby, J.",False,
"Rönnby, Johan & Zeprorpe, Leif","Rönnby, J. & Zeprorpe, L.",False,
"Rönngren, Johnny","Rönngren, J.",False,
"Rönngren, Johnny & Ekman, Tomas","Rönngren, J. & Ekman, T.",False,
"Rönnlund, Johnny","Rönnlund, J.",False,
"Sabel, Elinor","Sabel, E.",False,
"Sabel, Ellinor","Sabel, E.",False,
"Sabo, Katalin","Sabo, K.",False,
"Samuelsson, Christoffer","Samuelsson, C.",False,
"Samuelsson, Fredrik","Samuelsson, F.",False,
"Sandberg, Fredrik","Sandberg, F.",False,
"Sandberg, Fredrik & Carlsson, Eva","Sandberg, F. & Carlsson, E.",False,
"Sandberg, Fredrik & Samuelsson, Christoffer","Sandberg, F. & Samuelsson, C.",False,
"Sandberg, Fredrik, m fl","Sandberg, F. et al.",False,et_al
"Sandberg,Fredrik","Sandberg, F.",False,
"Sander, Birgitta","Sander, B.",False,
"Sander, Birgitta (red)","Sander, B. (ed.)",False,editor
"Sarnäs, Anette & Engström, Tony","Sarnäs, A. & Engström, T.",False,
"Sarnäs, Per","Sarnäs, P.",False,
"Sarnäs, Per & Nord Paulsson, Jenny","Sarnäs, P. & Nord Paulsson, J.",False,
"Sarén Einarsson, Jonna","Sarén Einarsson, J.",False,
"Sarén Lundahl, Jonna","Sarén Lundahl, J.",False,
"Schager, Elisabet m fl","Schager, E. et al.",False,et_al
"Schaller Åhrberg, E., Jonsson, L & Kindgren, H","Schaller Åhrberg, E., Jonsson, L. & Kindgren, H.",False,
"Schaller Åhrberg, Eva","Schaller Åhrberg, E.",False,
"Schaller Åhrberg, Eva & Lönn, Marianne (red)","Schaller Åhrberg, E. & Lönn, M. (ed.)",False,editor
"Schaller Åhrberg, Eva & Streiffert, Jörgen","Schaller Åhrberg, E. & Streiffert, J.",False,
"Schaller Åhrberg, Eva & Älveby, Kristina","Schaller Åhrberg, E. & Älveby, K.",False,
"Schaller Årberg, Eva","Schaller Årberg, E.",False,
"Scharp, Agneta","Scharp, A.",False,
"Scheutz M.,Schütz, B. & Göthberg, H.","Scheutz M.,Schütz, B. & Göthberg, H",True,odd_tokens
"Schierbeck, Agneta","Schierbeck, A.",False,
"Schmidt Sabo, Katalin","Schmidt Sabo, K.",False,
"Schmidt Sabo, Katalin & Cardell, Annica","Schmidt Sabo, K. & Cardell, A.",False,
"Schmidt Sabo, Katalin & Strandmark, Fredrik","Schmidt Sabo, K. & Strandmark, F.",False,
"Schmidt Szabo, Katalin","Schmidt Szabo, K.",False,
"Schmidt Szabo, Katalin (Red)","Schmidt Szabo, K. (ed.)",False,editor
"Schmidt Wikborg, Emelie","Schmidt Wikborg, E.",False,
"Schmidt-Sabo, Katalin","Schmidt-Sabo, K.",False,
"Schmidt-Wikborg, Emelie","Schmidt-Wikborg, E.",False,
"Schultze, Hella","Schultze, H.",False,
"Schulze, Hella","Schulze, H.",False,
"Schutze, Hella","Schutze, H.",False,
"Schuze, Hella","Schuze, H.",False,
"Schönbeck, Mattias","Schönbeck, M.",False,
"Schönbeck, Mattias & Hörnfors, Olle","Schönbeck, M. & Hörnfors, O.",False,
"Schütz, Berit & Göthberg, Hasn","Schütz, B. & Göthberg, H.",False,
"Schützler, Lillemor","Schützler, L.",False,
Science 13 Vol 126,Science 13 Vol 126,True,"digits,no_comma"
"Segerberg, A., Possnert, G., Arrhenius, B, & Lidén","Segerberg, A., Possnert, G., Arrhenius, B, & Lidén",True,odd_tokens
"Segerberg, Ann","Segerberg, A.",False,
"Seiler, Anton","Seiler, A.",False,
"Seiler, Anton & Appelgren, Katarina","Seiler, A. & Appelgren, K.",False,
"Seiler, Anton & Hållans Stenholm, Ann-Mari","Seiler, A. & Hållans Stenholm, A.",False,
"Seiler, Anton & Hållans-Stenholm, Ann-Mari","Seiler, A. & Hållans-Stenholm, A.",False,
"Seiler, Anton & Westberg, Tomas","Seiler, A. & Westberg, T.",False,
"Seiler, Anton & Wikborg, Jonas","Seiler, A. & Wikborg, J.",False,
"Seiler, Anton Sjölin, Marita","Seiler, Anton Sjölin, Marita",True,odd_tokens
"Selling, Susanne","Selling, S.",False,
"Siech, Suzanne & Bergren, Åsa","Siech, S. & Bergren, Å.",False,
"Sieurin-Lönnqvist, Franciska","Sieurin-Lönnqvist, F.",False,
"Sillén, Peter","Sillén, P.",False,
"Sjöberg, Jan-Erik","Sjöberg, J.",False,
"Sjöberg, Margareta & Marnung, Birgitta","Sjöberg, M. & Marnung, B.",False,
"Sjögren, Karl-Göran","Sjögren, K.",False,
"Sjölin, Marita","Sjölin, M.",False,
"Sjölin, Marita m fl","Sjölin, M. et al.",False,et_al
"Sjöling, Emma","Sjöling, E.",False,
"Sjölng, Emma","Sjölng, E.",False,
"Sjöquist, Maria","Sjöquist, M.",False,
"Sjöström, Arne","Sjöström, A.",False,
"Sjösvärd, Lars","Sjösvärd, L.",False,
"Skanser, Lisa","Skanser, L.",False,
"Skoglund, Peter","Skoglund, P.",False,
"Skyllberg, Eva","Skyllberg, E.",False,
"Skålberg, Pia","Skålberg, P.",False,
"Sköld, Katarina","Sköld, K.",False,
"Sköld, Katarina & Alf Ericsson, Alf","Sköld, K. & Alf Ericsson, A.",False,
"Sköld, Katarina & Ericsson, Alf","Sköld, K. & Ericsson, A.",False,
"Sköld, Katarina & Helander, Kristina","Sköld, K. & Helander, K.",False,
"Sköld, Katarina m fl","Sköld, K. et al.",False,et_al
"Sköld, katarina","Sköld, K.",False,
"Smeds, Ronny","Smeds, R.",False,
"Sokulu, Sila","Sokulu, S.",False,
"Spjuth, Oskar","Spjuth, O.",False,
"Spjutj, Oskar","Spjutj, O.",False,
"Spluth, Oskar","Spluth, O.",False,
"Sporrong, Ulf","Sporrong, U.",False,
"Spång, Lars-Göran","Spång, L.",False,
"Stamm Forsblad, Ellen","Stamm Forsblad, E.",False,
"Stark, Kennet","Stark, K.",False,
"Stark, Kenneth","Stark, K.",False,
"Stbéus, Magnus","Stbéus, M.",False,
"Steineke, M, Ekenberg, A, Hansson, K. Ifverson, P","Steineke, M, Ekenberg, A, Hansson, K. Ifverson, P",True,odd_tokens
"Sten, Sabine","Sten, S.",False,
"Stenbeck, Niklas","Stenbeck, N.",False,
"Stenbäck, Niklas & Vogel, Pierre","Stenbäck, N. & Vogel, P.",False,
"Stenström, Karin","Stenström, K.",False,
"Stenström, Karin & Strengbom, Erica","Stenström, K. & Strengbom, E.",False,
"Stenvall, Johan","Stenvall, J.",False,
"Stibeus, Magnus m fl","Stibeus, M. et al.",False,et_al
"Stibéus, Magnus","Stibéus, M.",False,
"Stibéus, Magnus & Ängeby, Gisela","Stibéus, M. & Ängeby, G.",False,
"Stjernquiist, BerStjernquiist, Bertata","Stjernquiist, BerStjernquiist, Bertata",True,odd_tokens
"Stjernquiist, Berta","Stjernquiist, B.",False,
"Stjärna, Tove","Stjärna, T.",False,
"Strandberg, Caroline","Strandberg, C.",False,
"Strandmark, Fredrik","Strandmark, F.",False,
"Strandmark, Fredrik (red)","Strandmark, F. (ed.)",False,editor
"Streiffert, Jörgen","Streiffert, J.",False,
"Streiffert, Jörgen & Gustafsson, Anders","Streiffert, J. & Gustafsson, A.",False,
"Streiffert, Jörgen & Johansson, Glenn","Streiffert, J. & Johansson, G.",False,
"Streiffert, Jörgen & Rosén, Christina","Streiffert, J. & Rosén, C.",False,
"Streiffert, Jörgen & Ryberg, Ewa","Streiffert, J. & Ryberg, E.",False,
"Streiffert, Jörgen & Ängeby , Gisela (red)","Streiffert, J. & Ängeby, G. (ed.)",False,editor
"Strengbom, Erica","Strengbom, E.",False,
"Strengbom, Erica & Ekman, Tomas","Strengbom, E. & Ekman, T.",False,
"Strengbom, Erica & Hackelberg, Louise","Strengbom, E. & Hackelberg, L.",False,
"Strinnholm, Anders","Strinnholm, A.",False,
"Strinnholm, Andres","Strinnholm, A.",False,
"Strucke, U. Heimdahl, J. & Vestbö-Franzén, Å","Strucke, U. Heimdahl, J. & Vestbö-Franzén, Å",True,odd_tokens
"Strucke, U., Bergman, J & Gonelius Stenvall, G","Strucke, U., Bergman, J. & Gonelius Stenvall, G.",False,
"Strucke, U., Jakobsson, T","Strucke, U. & Jakobsson, T.",False,
"Strucke, Ulf","Strucke, U.",False,
"Strucke, Ulf & Bäck, Mathias","Strucke, U. & Bäck, M.",False,
"Strucke, Ulf & Crona, Malin","Strucke, U. & Crona, M.",False,
"Strucke, Ulf & Evanni, Louise","Strucke, U. & Evanni, L.",False,
"Strucke, Ulf & Grenler, Helen","Strucke, U. & Grenler, H.",False,
"Strucke, Ulf & Westin, Åsa","Strucke, U. & Westin, Å.",False,
"Strängbom, Erica","Strängbom, E.",False,
"Strömberg, Bo","Strömberg, B.",False,
"Strömberg, Bo & Weiler, Eva","Strömberg, B. & Weiler, E.",False,
"Strömberg, Bo m fl","Strömberg, B. et al.",False,et_al
"Strömberg, Märta","Strömberg, M.",False,
"Stålbom, Ulf","Stålbom, U.",False,
"Summanen, Marianne","Summanen, M.",False,
"Sundberg, Karin","Sundberg, K.",False,
"Sundin, Lena","Sundin, L.",False,
"Sunding, Emelie","Sunding, E.",False,
"Sunding, Emelie & Axelsson, Karlqvist, Jimmy","Sunding, Emelie & Axelsson, Karlqvist, Jimmy",True,odd_tokens
"Sundkvist, Anneli","Sundkvist, A.",False,
"Sundkvist, Anneli & Eklund, Susanna","Sundkvist, A. & Eklund, S.",False,
"Sundkvist, Anneli & Löjdström, Frida","Sundkvist, A. & Löjdström, F.",False,
"Sundkvist, Anneli & Sundström, Lars","Sundkvist, A. & Sundström, L.",False,
"Sundling, Emelie","Sundling, E.",False,
"Sundling, Emilie","Sundling, E.",False,
"Sundqvist, Anneli","Sundqvist, A.",False,
"Sundqvist, Lennart","Sundqvist, L.",False,
"Sundström, Jenny","Sundström, J.",False,
"Sundström, Lars & Celin, Ulf","Sundström, L. & Celin, U.",False,
"Sundström, Lars m fl","Sundström, L. et al.",False,et_al
"Sundström, Lars, Darmark, Kim & Stenbäck, Niklas","Sundström, L., Darmark, K. & Stenbäck, N.",False,
"Sundström, Susanne","Sundström, S.",False,
"Svanberg, Fredrik","Svanberg, F.",False,
"Svanberg, M., Pajusi, A. &Flöög, S,","Svanberg, M., Pajusi, A. & Flöög, S.",False,
"Svarvar, Kjell","Svarvar, K.",False,
"Svedberg, Viktor","Svedberg, V.",False,
"Sven man, Emelie","Sven man, E.",False,
"Svenman, Emelie","Svenman, E.",False,
"Svenman, Emilie","Svenman, E.",False,
"Svensson Hennius, Jonas","Svensson Hennius, J.",False,
"Svensson Hennius, Jonas & Ytterberg, Niklas","Svensson Hennius, J. & Ytterberg, N.",False,
"Svensson Hennius, Jonas & Öbrink, Mattias","Svensson Hennius, J. & Öbrink, M.",False,
"Svensson, Christina","Svensson, C.",False,
"Svensson, Eva","Svensson, E.",False,
"Svensson, Hennius, Jonas & Eklund, Susanna","Svensson, Hennius, Jonas & Eklund, Susanna",True,odd_tokens
"Svensson, Ingeborg","Svensson, I.",False,
"Svensson, Ingeborg & Gustafsson, Patrik","Svensson, I. & Gustafsson, P.",False,
"Svensson, Ingeborg,","Svensson, I.",False,
"Svensson, Jonas","Svensson, J.",False,
"Svensson, Kenneth","Svensson, K.",False,
"Svensson, Kenneth m fl","Svensson, K. et al.",False,et_al
"Svensson, Mac, Pihl, Henrik & Andersson, Magnus","Svensson, M., Pihl, H. & Andersson, M.",False,
"Svensson, Magnus","Svensson, M.",False,
"Svensson, Susanne & Andersson, Gunnar","Svensson, S. & Andersson, G.",False,
"Swanström, Eric","Swanström, E.",False,
"Swedberg, Stig","Swedberg, S.",False,
"Swedberg, Stig & Algotsson, Åsa","Swedberg, S. & Algotsson, Å.",False,
"Swedberg, Stig & Håkansson, Olof","Swedberg, S. & Håkansson, O.",False,
"Swedberg, Stig & Larsson, Anton","Swedberg, S. & Larsson, A.",False,
"Swedberg, Stig & Toreld, Andreas","Swedberg, S. & Toreld, A.",False,
"Swedberg, Stig & Östlund, Annika","Swedberg, S. & Östlund, A.",False,
"Swedberg, Stig & Östlund, Åsa","Swedberg, S. & Östlund, Å.",False,
"Swedberg, Stig m fl","Swedberg, S. et al.",False,et_al
"Swedberg, Stig, Larsson, Anton & Östlund, Annika","Swedberg, S., Larsson, A. & Östlund, A.",False,
"Swedbergm Stig & Larsson, Anton","Swedbergm Stig & Larsson, Anton",True,odd_tokens
"Syse, Bent","Syse, B.",False,
"Syse, Bent & Nilsson, Ola","Syse, B. & Nilsson, O.",False,
"Säll, Elin","Säll, E.",False,
"Säll, Elin & Johansson, Mattias","Säll, E. & Johansson, M.",False,
"Särlvik, Ingegerd & Åhman, Eva","Särlvik, I. & Åhman, E.",False,
"Särlvik, Ingegerd m fl","Särlvik, I. et al.",False,et_al
"Särlvik, Ingegerd. & Åhman, Eva","Särlvik, I. & Åhman, E.",False,
"Söderberg, B., Knarrström, A., & Stark, K.","Söderberg, B., Knarrström, A. & Stark, K.",False,
"Söderberg, Bengt","Söderberg, B.",False,
"Söderberg, Bengt (red)","Söderberg, B. (ed.)",False,editor
"Söderberg, Bengt m fl","Söderberg, B. et al.",False,et_al
"Söderberg, Bengt, Red.","Söderberg, B. (ed.)",False,editor
"Söderberg, Sverker","Söderberg, S.",False,
"Söderström, Ida","Söderström, I.",False,
"Söderström, Ulrika","Söderström, U.",False,
"Söderström, Ulrika & Nilsson, Nicholas","Söderström, U. & Nilsson, N.",False,
"Sörman, Anna","Sörman, A.",False,
"Tagesson, Göran","Tagesson, G.",False,
"Tagesson, Göran & Hållans, Ann-Marie","Tagesson, G. & Hållans, A.",False,
"Tegnhed, Stina","Tegnhed, S.",False,
"Tegnhed, Stina & Knarrström, Bo","Tegnhed, S. & Knarrström, B.",False,
"Tegnhed, Stina m fl","Tegnhed, S. et al.",False,et_al
"Tegnér, Mimmi","Tegnér, M.",False,
"Ternström, Claes","Ternström, C.",False,
"Ternström, Clas","Ternström, C.",False,
"Ternström, Clas m fl","Ternström, C. et al.",False,et_al
"Tesch, Sten","Tesch, S.",False,
"Therus, Jhonny","Therus, J.",False,
"Thomasson, Joakim","Thomasson, J.",False,
"Thor, Lars","Thor, L.",False,
"Thorsberg, Kalle","Thorsberg, K.",False,
"Thorsberg, Louise Olsson & Thorsberg, Kalle","Thorsberg, L. & Thorsberg, K.",False,
"Thérus, Jhonny","Thérus, J.",False,
"Thölin, Fredrik","Thölin, F.",False,
"Toreld, Andreas","Toreld, A.",False,
"Toreld, Andreas & Swedberg, Stig","Toreld, A. & Swedberg, S.",False,
"Toreld, Andreas & Östlund, Annika","Toreld, A. & Östlund, A.",False,
"Toreld, Christina","Toreld, C.",False,
"Toreld, Christina & Öbrink, Mattias","Toreld, C. & Öbrink, M.",False,
"Toreld, a., Swedberg, S. & Vajking, E","Toreld, A., Swedberg, S. & Vajking, E.",False,
"Torstensdotter Åhlin, I & Pettersson, C. B","Torstensdotter Åhlin, I. & Pettersson, C.",False,
"Torstensdotter Åhlin, I., Skoglund, P., M fl","Torstensdotter Åhlin, I. & Skoglund, P. et al.",False,et_al
"Torstensdotter Åhlin, Inger","Torstensdotter Åhlin, I.",False,
"Torstensdotter Åhlin, Inger m fl","Torstensdotter Åhlin, I. et al.",False,et_al
"Torstensdptter Åhlin, Inger & Hellerström","Torstensdptter Åhlin, Inger & Hellerström",True,odd_tokens
"Torstensson, Carolina","Torstensson, C.",False,
"Traneskog, Tove","Traneskog, T.",False,
"Törnblad, Emma","Törnblad, E.",False,
"Törnblad, Emma & Wickberg, Ylva","Törnblad, E. & Wickberg, Y.",False,
"Ulfhielm, Anna","Ulfhielm, A.",False,
"Ulfhielm, Bo","Ulfhielm, B.",False,
"Ulfhielm, Bo & Engman, Fredrik","Ulfhielm, B. & Engman, F.",False,
"Ulfhielm, Ulf","Ulfhielm, U.",False,
"Ullberg-Loh, Karin","Ullberg-Loh, K.",False,
"Ullén, Inga","Ullén, I.",False,
"Ullén, Inga (red)","Ullén, I. (ed.)",False,editor
"Urwitz, Lars","Urwitz, L.",False,
"Uvelius, Anton","Uvelius, A.",False,
"Vajking, E., Swedberg, S. & Larsson, A","Vajking, E., Swedberg, S. & Larsson, A.",False,
"Vajking, Erik & Swedberg, Stig","Vajking, E. & Swedberg, S.",False,
"Vajking, Erik & Östlund, Annika","Vajking, E. & Östlund, A.",False,
"Victor, H., Andersson, M. & Westerholm, A.","Victor, H., Andersson, M. & Westerholm, A.",False,
"Victor, H., Nolsson, N. & Therus, J.","Victor, H., Nolsson, N. & Therus, J.",False,
"Victor, Helena","Victor, H.",False,
"Viking Ulf & Fors, Tina","Viking Ulf & Fors, Tina",True,odd_tokens
"Viking, Ulf & Fors, Tina","Viking, U. & Fors, T.",False,
"Vinberg, A., Gatti, C. & Nelson, M","Vinberg, A., Gatti, C. & Nelson, M.",False,
"Vinberg, Ann","Vinberg, A.",False,
"Vinberg, Ann & Wahl, Hannu-Matti","Vinberg, A. & Wahl, H.",False,
"Vinoy, Tobias","Vinoy, T.",False,
"Vinoy, Tobias & Karlenby, Leif","Vinoy, T. & Karlenby, L.",False,
"Wahlberg Traneskog, Tove","Wahlberg Traneskog, T.",False,
"Wahlberg Traneskog, Tove & Fallgren, Jan-Henrik","Wahlberg Traneskog, T. & Fallgren, J.",False,
"Wallbom, Björn","Wallbom, B.",False,
"Wallebom, Björn & Ahlström Arcini, Caroline","Wallebom, B. & Ahlström Arcini, C.",False,
"Wallebom, Ulrika & Edlund, Martin","Wallebom, U. & Edlund, M.",False,
"Wallebom, Ulrika & Jansson, Kristina","Wallebom, U. & Jansson, K.",False,
"Wallebom, Ulrika & Ohlsson, Agneta","Wallebom, U. & Ohlsson, A.",False,
"Wallerström, Thomas","Wallerström, T.",False,
"Wallin, Lasse","Wallin, L.",False,
"Wallin, Paul & Sjöstrand, Alexander","Wallin, P. & Sjöstrand, A.",False,
"Wallin, Paul m fl","Wallin, P. et al.",False,et_al
"Wattman, Lena","Wattman, L.",False,
"Wattman, Nils","Wattman, N.",False,
"Wattman, Nils & Lindström, Jens","Wattman, N. & Lindström, J.",False,
"Wedberg, Viking","Wedberg, V.",False,
"Wehlin, Joakim","Wehlin, J.",False,
"Weiler, Eva","Weiler, E.",False,
"Weiler, Eva & Bergström, Eva","Weiler, E. & Bergström, E.",False,
"Weiler, Eva & Dyhlén, Ingrid","Weiler, E. & Dyhlén, I.",False,
"Weiler, Eva (red)","Weiler, E. (ed.)",False,editor
"Welinder, Stig","Welinder, S.",False,
"Wennberg, Tom","Wennberg, T.",False,
"Wennerberg, Rickard","Wennerberg, R.",False,
"Wennerholm, Owe","Wennerholm, O.",False,
"Wennerlund, Jessica","Wennerlund, J.",False,
"Wennersten, Monica","Wennersten, M.",False,
"Wennetedt Edvinger, Britta & Stenhols, Magnus","Wennetedt Edvinger, B. & Stenhols, M.",False,
"Wennstedt Edvinger, Britta","Wennstedt Edvinger, B.",False,
"Wennstedt Edvinger, Britta  & Olofsson, Camilla","Wennstedt Edvinger, B. & Olofsson, C.",False,
"Wennstedt Edvinger, Britta & Edvinger, Kjell","Wennstedt Edvinger, B. & Edvinger, K.",False,
"Wennstedt Edvinger, Britta & Stenhols, Magnus","Wennstedt Edvinger, B. & Stenhols, M.",False,
"Wennstedt Edvinger, Britta (red)","Wennstedt Edvinger, B. (ed.)",False,editor
"Wennström, Sofia","Wennström, S.",False,
"Werthwein, Göran","Werthwein, G.",False,
"Wertwein, Göran","Wertwein, G.",False,
"Wertwein, Göran & Andersson, Kjell","Wertwein, G. & Andersson, K.",False,
"Wertwein, Göran & Grönwall, Richard","Wertwein, G. & Grönwall, R.",False,
"Wesermark, Ann","Wesermark, A.",False,
"Westberg, Christiina","Westberg, C.",False,
"Westberg, Christina & Connelid, Pär","Westberg, C. & Connelid, P.",False,
"Westberg, Tomas","Westberg, T.",False,
"Westberg, Viking","Westberg, V.",False,
"Westerdahl, Christer","Westerdahl, C.",False,
"Westergaard, B. & Connelid, P","Westergaard, B. & Connelid, P.",False,
"Westergaard, Bengt","Westergaard, B.",False,
"Westermark, Ann","Westermark, A.",False,
"Westin, Åsa","Westin, Å.",False,
"Westrin, Kerstin","Westrin, K.",False,
"Westrin, Kerstin & berger, Åsa","Westrin, K. & berger, Å.",False,
Wethweibm Göran,Wethweibm Göran,True,no_comma
"Wetwein, Göran","Wetwein, G.",False,
"Wickberg, Ylva","Wickberg, Y.",False,
"Wickebrg, Ylva","Wickebrg, Y.",False,
"Wickman, Björn","Wickman, B.",False,
Wickman-Nydolf,Wickman-Nydolf,True,no_comma
"Wickman-Nydolf, G & Nydolf, Nils-Gustaf","Wickman-Nydolf, G. & Nydolf, N.",False,
"Wickman-Nydolf, Gunilla","Wickman-Nydolf, G.",False,
"Wickman-Nydolf, Gunilla & Widerström, Per","Wickman-Nydolf, G. & Widerström, P.",False,
"Widerberg, A., Åstrand, J. & Wróblewski, E.","Widerberg, A., Åstrand, J. & Wróblewski, E.",False,
"Widerberg, Andreas","Widerberg, A.",False,
"Widgren, Mats","Widgren, M.",False,
"Wigert, Linda","Wigert, L.",False,
"Wigert, Linda & Swedberg, Stig","Wigert, L. & Swedberg, S.",False,
"Wigert, Linda, Swedberg, Stig & Östlund, Annika","Wigert, L., Swedberg, S. & Östlund, A.",False,
"Wigert, l., Toreld, A., Swedberg, S & Vajking, E","Wigert, L., Toreld, A., Swedberg, S. & Vajking, E.",False,
"Wigfors, Johan","Wigfors, J.",False,
"Wigg, Ann-Sofie","Wigg, A.",False,
"Wigren, Sonja","Wigren, S.",False,
"Wigren, Sonja & Öström, Kerstin","Wigren, S. & Öström, K.",False,
"Wikborg, Jonas","Wikborg, J.",False,
"Wikborg, Jonas & Schmidt Wikborg, Emilie","Wikborg, J. & Schmidt Wikborg, E.",False,
"Wikborg, Jonas (red)","Wikborg, J. (ed.)",False,editor
"Wikell, Roger","Wikell, R.",False,
"Wiklund, BerndtOve","Wiklund, B.",False,
"Wikström, Anders & Kjellström, Anna","Wikström, A. & Kjellström, A.",False,
"Wikström, Carina","Wikström, C.",False,
"Wilhelmson, Helene","Wilhelmson, H.",False,
"Willemark, Kajsa","Willemark, K.",False,
"Willim, A., Forenius, S., Grandin, L. & Andersson,","Willim, A., Forenius, S., Grandin, L. & Andersson",True,odd_tokens
"Willim, Annika","Willim, A.",False,
"Willim, Annika, Forenius, Svante & Ogenhall, Erik","Willim, A., Forenius, S. & Ogenhall, E.",False,
"Wilson, Lars","Wilson, L.",False,
"Windelhed, Bengt","Windelhed, B.",False,
"Wirbrand, Fredric","Wirbrand, F.",False,
"Wranning, Per","Wranning, P.",False,
"Wranning, Per & Connelid, Pår","Wranning, P. & Connelid, P.",False,
"Wändesjö, Joh","Wändesjö, J.",False,
"Wändesjö, Johan","Wändesjö, J.",False,
"Wändesjö, John","Wändesjö, J.",False,
"Ytterberg, Niklas","Ytterberg, N.",False,
"Zerpe, Leif","Zerpe, L.",False,
"Zerrander, Liselott","Zerrander, L.",False,
"Zetterlund, Peter","Zetterlund, P.",False,
"Zetterlund, Peter & Helander, Annika","Zetterlund, P. & Helander, A.",False,
okänd,okänd,True,no_comma
"vensson Hennius, Jonas & Petersson, Elisabet","vensson Hennius, J. & Petersson, E.",False,
"von der Luft, Magnus & Ragnesten, Ulf","von der Luft, M. & Ragnesten, U.",False,particle
"Ählst2010röm, Jan","Ählst2010röm, J.",True,digits
"Ählström, Jan","Ählström, J.",False,
"Ählström, Jan m fl","Ählström, J. et al.",False,et_al
"Äijä, Karin","Äijä, K.",False,
"Äijä, Karin & Formisto, Tarja","Äijä, K. & Formisto, T.",False,
"Äijä, Karin, Lindborg, Henrik & Schönbeck, Mattias","Äijä, K., Lindborg, H. & Schönbeck, M.",False,
"Äijä,Karin","Äijä, K.",False,
"Ängeby, G., Streiffert, J. & Munkenberg, B-A","Ängeby, G., Streiffert, J. & Munkenberg, B.",False,
"Ängeby, Gisela","Ängeby, G.",False,
"Ängeby, Gisela & Artelius, Tore","Ängeby, G. & Artelius, T.",False,
"Ängeby, Gisela & Connelid, Pär","Ängeby, G. & Connelid, P.",False,
"Ängeby, Gisela & Johansson, Glenn","Ängeby, G. & Johansson, G.",False,
"Ängeby, Gisela & Nordqvist, Bengt","Ängeby, G. & Nordqvist, B.",False,
"Åberg, Joakim","Åberg, J.",False,
"Åberg, Joakim & Rolöf, Magnus","Åberg, J. & Rolöf, M.",False,
"Åberg, Kerstin","Åberg, K.",False,
"Åhman, Andreas","Åhman, A.",False,
"Åhman, Eva","Åhman, E.",False,
"Åkerlund, Agneta","Åkerlund, A.",False,
"Åkerlund, Agneta & Olsson, Eva","Åkerlund, A. & Olsson, E.",False,
Åkerlund. Agneta,"Åkerlund, A.",False,no_comma
"Åkesson, Maria","Åkesson, M.",False,
"Åqvist, Cecilia","Åqvist, C.",False,
"Århem, Barbro","Århem, B.",False,
"Åstrand, J., Emilsson, A. & Ring, C","Åstrand, J., Emilsson, A. & Ring, C.",False,
"Åstrand, J., Papmehl-Dyfay, l. & Sandberg. F.","Åstrand, J., Papmehl-Dyfay, l. & Sandberg. F",True,odd_tokens
"Åstrand, Johan","Åstrand, J.",False,
"Åstrand, Johan & Dutras Leivas, Ionna","Åstrand, J. & Dutras Leivas, I.",False,
"Åstrand, Johan & Ekberg, Göran","Åstrand, J. & Ekberg, G.",False,
"Åstrand, Johan & Lundholm, Sandra","Åstrand, J. & Lundholm, S.",False,
"Åstrand, Johan & Magnell, Ola","Åstrand, J. & Magnell, O.",False,
"Öbrink, Mattias","Öbrink, M.",False,
"Ödeén, Anna","Ödeén, A.",False,
"Ödéen, Anna","Ödéen, A.",False,
"Öijeberg, Jan","Öijeberg, J.",False,
"Öijeberg, Jan & Nilsson, Anette","Öijeberg, J. & Nilsson, A.",False,
"Ölund, Anna","Ölund, A.",False,
"Ölund, Anna & Hennius, Andreas","Ölund, A. & Hennius, A.",False,
"Österström, Katariina","Österström, K.",False,
